,filename,time,w_pre,w
590,MOD05_L2.A2014074.1725.061.2017310005228.hdf,20140741725,-9999.0,-9.999000474927016
591,MOD05_L2.A2014074.1905.061.2017310005300.hdf,20140741905,-9999.0,-9.999000474927016
592,MOD05_L2.A2014074.2040.061.2017310005330.hdf,20140742040,-9999.0,-9.999000474927016
593,MOD05_L2.A2014074.2220.061.2017310005356.hdf,20140742220,-9999.0,-9.999000474927016
594,MOD05_L2.A2014074.2355.061.2017310005420.hdf,20140742355,-9999.0,-9.999000474927016
595,MOD05_L2.A2014075.1140.061.2017310005804.hdf,20140751140,79.0,0.07900000375229865
596,MOD05_L2.A2014075.1315.061.2017310005832.hdf,20140751315,134.0,0.13400000636465847
597,MOD05_L2.A2014075.1455.061.2017310005855.hdf,20140751455,147.0,0.14700000698212534
598,MOD05_L2.A2014075.1630.061.2017310005903.hdf,20140751630,-9999.0,-9.999000474927016
599,MOD05_L2.A2014075.1810.061.2017310005934.hdf,20140751810,-9999.0,-9.999000474927016
600,MOD05_L2.A2014075.1945.061.2017310005947.hdf,20140751945,-9999.0,-9.999000474927016
601,MOD05_L2.A2014075.2125.061.2017310010036.hdf,20140752125,-9999.0,-9.999000474927016
602,MOD05_L2.A2014075.2300.061.2017310010056.hdf,20140752300,-9999.0,-9.999000474927016
603,MOD05_L2.A2014076.1220.061.2017310010506.hdf,20140761220,41.0,0.041000001947395504
604,MOD05_L2.A2014076.1400.061.2017310010527.hdf,20140761400,57.0,0.057000002707354724
605,MOD05_L2.A2014076.1535.061.2017310010527.hdf,20140761535,-9999.0,-9.999000474927016
606,MOD05_L2.A2014076.1715.061.2017310010607.hdf,20140761715,15.0,0.01500000071246177
607,MOD05_L2.A2014076.1850.061.2017310010614.hdf,20140761850,-9999.0,-9.999000474927016
608,MOD05_L2.A2014076.2030.061.2017310010639.hdf,20140762030,-9999.0,-9.999000474927016
609,MOD05_L2.A2014076.2205.061.2017310010658.hdf,20140762205,-9999.0,-9.999000474927016
610,MOD05_L2.A2014076.2345.061.2017310010745.hdf,20140762345,-9999.0,-9.999000474927016
611,MOD05_L2.A2014077.1125.061.2017310011131.hdf,20140771125,181.0,0.1810000085970387
612,MOD05_L2.A2014077.1305.061.2017310011200.hdf,20140771305,320.0,0.3200000151991844
613,MOD05_L2.A2014077.1445.061.2017310011218.hdf,20140771445,286.0,0.2860000135842711
614,MOD05_L2.A2014077.1620.061.2017310011238.hdf,20140771620,387.0,0.38700001838151366
615,MOD05_L2.A2014077.1755.061.2017310011248.hdf,20140771755,-9999.0,-9.999000474927016
616,MOD05_L2.A2014077.1935.061.2017310011309.hdf,20140771935,-9999.0,-9.999000474927016
617,MOD05_L2.A2014077.2110.061.2017310011329.hdf,20140772110,-9999.0,-9.999000474927016
618,MOD05_L2.A2014077.2250.061.2017310011348.hdf,20140772250,-9999.0,-9.999000474927016
619,MOD05_L2.A2014078.0030.061.2017310011432.hdf,20140780030,-9999.0,-9.999000474927016
620,MOD05_L2.A2014078.1210.061.2017310011806.hdf,20140781210,106.0,0.10600000503472984
621,MOD05_L2.A2014078.1350.061.2017310011828.hdf,20140781350,176.0,0.17600000835955143
622,MOD05_L2.A2014078.1525.061.2017310011851.hdf,20140781525,81.0,0.08100000384729356
623,MOD05_L2.A2014078.1705.061.2017310011918.hdf,20140781705,68.0,0.06800000322982669
624,MOD05_L2.A2014078.1840.061.2017310011922.hdf,20140781840,-9999.0,-9.999000474927016
625,MOD05_L2.A2014078.2015.061.2017310011935.hdf,20140782015,-9999.0,-9.999000474927016
626,MOD05_L2.A2014078.2155.061.2017310011959.hdf,20140782155,-9999.0,-9.999000474927016
627,MOD05_L2.A2014078.2335.061.2017310012022.hdf,20140782335,-9999.0,-9.999000474927016
628,MOD05_L2.A2014079.1115.061.2017310012814.hdf,20140791115,87.0,0.08700000413227826
629,MOD05_L2.A2014079.1250.061.2017310012545.hdf,20140791250,251.0,0.2510000119218603
630,MOD05_L2.A2014079.1430.061.2017310012534.hdf,20140791430,196.0,0.19600000930950046
631,MOD05_L2.A2014079.1610.061.2017310012650.hdf,20140791610,179.0,0.17900000850204378
632,MOD05_L2.A2014079.1745.061.2017310012621.hdf,20140791745,-9999.0,-9.999000474927016
633,MOD05_L2.A2014079.1920.061.2017310012634.hdf,20140791920,-9999.0,-9.999000474927016
634,MOD05_L2.A2014079.2100.061.2017310012648.hdf,20140792100,-9999.0,-9.999000474927016
635,MOD05_L2.A2014079.2240.061.2017310012708.hdf,20140792240,-9999.0,-9.999000474927016
636,MOD05_L2.A2014080.0015.061.2017310012730.hdf,20140800015,-9999.0,-9.999000474927016
637,MOD05_L2.A2014080.1155.061.2017310013116.hdf,20140801155,220.0,0.2200000104494393
638,MOD05_L2.A2014080.1515.061.2017310013309.hdf,20140801515,170.0,0.17000000807456672
639,MOD05_L2.A2014080.1650.061.2017310013249.hdf,20140801650,155.0,0.15500000736210495
640,MOD05_L2.A2014080.1830.061.2017310013333.hdf,20140801830,-9999.0,-9.999000474927016
641,MOD05_L2.A2014080.2005.061.2017310013320.hdf,20140802005,-9999.0,-9.999000474927016
642,MOD05_L2.A2014080.2140.061.2017310013332.hdf,20140802140,-9999.0,-9.999000474927016
643,MOD05_L2.A2014080.2320.061.2017310013450.hdf,20140802320,-9999.0,-9.999000474927016
644,MOD05_L2.A2014081.1240.061.2017310013815.hdf,20140811240,181.0,0.1810000085970387
645,MOD05_L2.A2014081.1420.061.2017310013853.hdf,20140811420,174.0,0.17400000826455653
646,MOD05_L2.A2014081.1555.061.2017310013907.hdf,20140811555,91.0,0.09100000432226807
647,MOD05_L2.A2014081.1735.061.2017310014001.hdf,20140811735,81.0,0.08100000384729356
648,MOD05_L2.A2014081.1910.061.2017310013918.hdf,20140811910,-9999.0,-9.999000474927016
649,MOD05_L2.A2014081.2045.061.2017310014113.hdf,20140812045,-9999.0,-9.999000474927016
650,MOD05_L2.A2014081.2225.061.2017310014043.hdf,20140812225,-9999.0,-9.999000474927016
651,MOD05_L2.A2014082.0005.061.2017310014129.hdf,20140820005,-9999.0,-9.999000474927016
652,MOD05_L2.A2014082.1145.061.2017310014436.hdf,20140821145,116.0,0.11600000550970435
653,MOD05_L2.A2014082.1325.061.2017310014505.hdf,20140821325,115.0,0.1150000054622069
654,MOD05_L2.A2014082.1500.061.2017310014526.hdf,20140821500,144.0,0.144000006839633
655,MOD05_L2.A2014082.1640.061.2017310014620.hdf,20140821640,127.0,0.12700000603217632
656,MOD05_L2.A2014082.1815.061.2017310014731.hdf,20140821815,-9999.0,-9.999000474927016
657,MOD05_L2.A2014082.1955.061.2017310014658.hdf,20140821955,-9999.0,-9.999000474927016
658,MOD05_L2.A2014082.2130.061.2017310014723.hdf,20140822130,-9999.0,-9.999000474927016
659,MOD05_L2.A2014082.2310.061.2017310014746.hdf,20140822310,-9999.0,-9.999000474927016
660,MOD05_L2.A2014083.1230.061.2017310015155.hdf,20140831230,265.0,0.2650000125868246
661,MOD05_L2.A2014083.1405.061.2017310015229.hdf,20140831405,393.0,0.39300001866649836
662,MOD05_L2.A2014083.1545.061.2017310015257.hdf,20140831545,367.0,0.36700001743156463
663,MOD05_L2.A2014083.1720.061.2017310015325.hdf,20140831720,-9999.0,-9.999000474927016
664,MOD05_L2.A2014083.1900.061.2017310015423.hdf,20140831900,-9999.0,-9.999000474927016
665,MOD05_L2.A2014083.2035.061.2017310015402.hdf,20140832035,-9999.0,-9.999000474927016
666,MOD05_L2.A2014083.2215.061.2017310015431.hdf,20140832215,-9999.0,-9.999000474927016
667,MOD05_L2.A2014083.2350.061.2017310015500.hdf,20140832350,-9999.0,-9.999000474927016
668,MOD05_L2.A2014084.1130.061.2017310015855.hdf,20140841130,93.0,0.09300000441726297
669,MOD05_L2.A2014084.1310.061.2017310015934.hdf,20140841310,127.0,0.12700000603217632
670,MOD05_L2.A2014084.1450.061.2017310015947.hdf,20140841450,94.0,0.09400000446476042
671,MOD05_L2.A2014084.1625.061.2017310020014.hdf,20140841625,69.0,0.06900000327732414
672,MOD05_L2.A2014084.1805.061.2017310020050.hdf,20140841805,24.0,0.02400000113993883
673,MOD05_L2.A2014084.1940.061.2017310020052.hdf,20140841940,-9999.0,-9.999000474927016
674,MOD05_L2.A2014084.2120.061.2017310020122.hdf,20140842120,-9999.0,-9.999000474927016
675,MOD05_L2.A2014084.2255.061.2017310020135.hdf,20140842255,-9999.0,-9.999000474927016
676,MOD05_L2.A2014085.1215.061.2017310173120.hdf,20140851215,200.0,0.20000000949949026
677,MOD05_L2.A2014085.1355.061.2017310173247.hdf,20140851355,144.0,0.144000006839633
678,MOD05_L2.A2014085.1530.061.2017310173124.hdf,20140851530,115.0,0.1150000054622069
679,MOD05_L2.A2014085.1710.061.2017310173444.hdf,20140851710,41.0,0.041000001947395504
680,MOD05_L2.A2014085.1845.061.2017310173139.hdf,20140851845,-9999.0,-9.999000474927016
681,MOD05_L2.A2014085.2025.061.2017310172901.hdf,20140852025,-9999.0,-9.999000474927016
682,MOD05_L2.A2014085.2200.061.2017310173434.hdf,20140852200,-9999.0,-9.999000474927016
683,MOD05_L2.A2014085.2340.061.2017310173129.hdf,20140852340,-9999.0,-9.999000474927016
684,MOD05_L2.A2014086.1120.061.2017310205409.hdf,20140861120,312.0,0.3120000148192048
685,MOD05_L2.A2014086.1300.061.2017310205235.hdf,20140861300,306.0,0.3060000145342201
686,MOD05_L2.A2014086.1435.061.2017310205257.hdf,20140861435,302.0,0.3020000143442303
687,MOD05_L2.A2014086.1615.061.2017310205220.hdf,20140861615,424.0,0.42400002013891935
688,MOD05_L2.A2014086.1750.061.2017310205002.hdf,20140861750,-9999.0,-9.999000474927016
689,MOD05_L2.A2014086.1930.061.2017310205457.hdf,20140861930,-9999.0,-9.999000474927016
690,MOD05_L2.A2014086.2105.061.2017310205318.hdf,20140862105,-9999.0,-9.999000474927016
691,MOD05_L2.A2014086.2245.061.2017310205656.hdf,20140862245,-9999.0,-9.999000474927016
692,MOD05_L2.A2014087.0025.061.2017310205604.hdf,20140870025,-9999.0,-9.999000474927016
693,MOD05_L2.A2014087.1205.061.2017310205841.hdf,20140871205,225.0,0.22500001068692654
694,MOD05_L2.A2014087.1340.061.2017310205825.hdf,20140871340,218.0,0.21800001035444438
695,MOD05_L2.A2014087.1520.061.2017310205907.hdf,20140871520,221.0,0.22100001049693674
696,MOD05_L2.A2014087.1655.061.2017310205835.hdf,20140871655,-9999.0,-9.999000474927016
697,MOD05_L2.A2014087.1835.061.2017310205637.hdf,20140871835,198.0,0.19800000940449536
698,MOD05_L2.A2014087.2010.061.2017310205910.hdf,20140872010,-9999.0,-9.999000474927016
699,MOD05_L2.A2014087.2150.061.2017310210113.hdf,20140872150,-9999.0,-9.999000474927016
700,MOD05_L2.A2014087.2325.061.2017310205909.hdf,20140872325,-9999.0,-9.999000474927016
701,MOD05_L2.A2014088.1245.061.2017310210504.hdf,20140881245,275.0,0.2750000130617991
702,MOD05_L2.A2014088.1425.061.2017310210149.hdf,20140881425,374.0,0.3740000177640468
703,MOD05_L2.A2014088.1600.061.2017310210125.hdf,20140881600,438.0,0.43800002080388367
704,MOD05_L2.A2014088.1740.061.2017310210446.hdf,20140881740,395.0,0.39500001876149327
705,MOD05_L2.A2014088.1915.061.2017310205419.hdf,20140881915,-9999.0,-9.999000474927016
706,MOD05_L2.A2014088.2055.061.2017310210413.hdf,20140882055,-9999.0,-9.999000474927016
707,MOD05_L2.A2014088.2230.061.2017310210228.hdf,20140882230,-9999.0,-9.999000474927016
708,MOD05_L2.A2014089.0010.061.2017310211109.hdf,20140890010,-9999.0,-9.999000474927016
709,MOD05_L2.A2014089.1150.061.2017310211145.hdf,20140891150,361.0,0.3610000171465799
710,MOD05_L2.A2014089.1330.061.2017310210821.hdf,20140891330,377.0,0.37700001790653914
711,MOD05_L2.A2014089.1505.061.2017310210844.hdf,20140891505,419.0,0.4190000199014321
712,MOD05_L2.A2014089.1645.061.2017310210959.hdf,20140891645,563.0,0.5630000267410651
713,MOD05_L2.A2014089.1820.061.2017310211043.hdf,20140891820,-9999.0,-9.999000474927016
714,MOD05_L2.A2014089.2000.061.2017310211115.hdf,20140892000,-9999.0,-9.999000474927016
715,MOD05_L2.A2014089.2135.061.2017310211139.hdf,20140892135,-9999.0,-9.999000474927016
716,MOD05_L2.A2014089.2315.061.2017310211200.hdf,20140892315,-9999.0,-9.999000474927016
717,MOD05_L2.A2014090.1235.061.2017310212702.hdf,20140901235,498.0,0.49800002365373075
718,MOD05_L2.A2014090.1410.061.2017310212556.hdf,20140901410,323.0,0.32300001534167677
719,MOD05_L2.A2014090.1550.061.2017310212657.hdf,20140901550,528.0,0.5280000250786543
720,MOD05_L2.A2014090.1725.061.2017310212756.hdf,20140901725,-9999.0,-9.999000474927016
721,MOD05_L2.A2014090.1905.061.2017310212503.hdf,20140901905,170.0,0.17000000807456672
722,MOD05_L2.A2014090.2040.061.2017310212422.hdf,20140902040,-9999.0,-9.999000474927016
723,MOD05_L2.A2014090.2220.061.2017310212405.hdf,20140902220,-9999.0,-9.999000474927016
724,MOD05_L2.A2014091.0000.061.2017310213236.hdf,20140910000,-9999.0,-9.999000474927016
725,MOD05_L2.A2014091.1140.061.2017310213251.hdf,20140911140,264.0,0.26400001253932714
726,MOD05_L2.A2014091.1315.061.2017310213007.hdf,20140911315,266.0,0.26600001263432205
727,MOD05_L2.A2014091.1455.061.2017310213120.hdf,20140911455,274.0,0.27400001301430166
728,MOD05_L2.A2014091.1630.061.2017310213130.hdf,20140911630,-9999.0,-9.999000474927016
729,MOD05_L2.A2014091.1810.061.2017310213235.hdf,20140911810,244.0,0.24400001158937812
730,MOD05_L2.A2014091.1945.061.2017310213321.hdf,20140911945,-9999.0,-9.999000474927016
731,MOD05_L2.A2014091.2125.061.2017310213440.hdf,20140912125,-9999.0,-9.999000474927016
732,MOD05_L2.A2014091.2300.061.2017310213319.hdf,20140912300,-9999.0,-9.999000474927016
733,MOD05_L2.A2014092.1220.061.2017310215411.hdf,20140921220,355.0,0.3550000168615952
734,MOD05_L2.A2014092.1400.061.2017310215313.hdf,20140921400,413.0,0.4130000196164474
735,MOD05_L2.A2014092.1540.061.2017310215624.hdf,20140921540,439.0,0.4390000208513811
736,MOD05_L2.A2014092.1715.061.2017310215409.hdf,20140921715,397.0,0.39700001885648817
737,MOD05_L2.A2014092.1850.061.2017310215116.hdf,20140921850,-9999.0,-9.999000474927016
738,MOD05_L2.A2014092.2030.061.2017310215017.hdf,20140922030,-9999.0,-9.999000474927016
739,MOD05_L2.A2014092.2205.061.2017310215129.hdf,20140922205,-9999.0,-9.999000474927016
740,MOD05_L2.A2014092.2345.061.2017310215320.hdf,20140922345,-9999.0,-9.999000474927016
741,MOD05_L2.A2014093.1125.061.2017310215005.hdf,20140931125,414.0,0.41400001966394484
742,MOD05_L2.A2014093.1305.061.2017310214904.hdf,20140931305,412.0,0.41200001956894994
743,MOD05_L2.A2014093.1445.061.2017310214749.hdf,20140931445,421.0,0.421000019996427
744,MOD05_L2.A2014093.1620.061.2017310214907.hdf,20140931620,288.0,0.288000013679266
745,MOD05_L2.A2014093.1755.061.2017310215144.hdf,20140931755,-9999.0,-9.999000474927016
746,MOD05_L2.A2014093.1935.061.2017310214913.hdf,20140931935,-9999.0,-9.999000474927016
747,MOD05_L2.A2014093.2110.061.2017310214746.hdf,20140932110,-9999.0,-9.999000474927016
748,MOD05_L2.A2014093.2250.061.2017310214712.hdf,20140932250,-9999.0,-9.999000474927016
749,MOD05_L2.A2014094.0030.061.2017311083730.hdf,20140940030,-9999.0,-9.999000474927016
750,MOD05_L2.A2014094.1210.061.2017311083337.hdf,20140941210,154.0,0.1540000073146075
751,MOD05_L2.A2014094.1350.061.2017311083306.hdf,20140941350,190.0,0.19000000902451575
752,MOD05_L2.A2014094.1525.061.2017311083053.hdf,20140941525,227.0,0.22700001078192145
753,MOD05_L2.A2014094.1705.061.2017311083250.hdf,20140941705,206.0,0.20600000978447497
754,MOD05_L2.A2014094.1840.061.2017311083333.hdf,20140941840,209.0,0.20900000992696732
755,MOD05_L2.A2014094.2015.061.2017311083130.hdf,20140942015,-9999.0,-9.999000474927016
756,MOD05_L2.A2014094.2155.061.2017311083132.hdf,20140942155,-9999.0,-9.999000474927016
757,MOD05_L2.A2014094.2335.061.2017311083318.hdf,20140942335,-9999.0,-9.999000474927016
758,MOD05_L2.A2014095.1115.061.2017311082910.hdf,20140951115,159.0,0.15900000755209476
759,MOD05_L2.A2014095.1255.061.2017311082825.hdf,20140951255,171.0,0.17100000812206417
760,MOD05_L2.A2014095.1430.061.2017311082814.hdf,20140951430,173.0,0.17300000821705908
761,MOD05_L2.A2014095.1610.061.2017311082838.hdf,20140951610,210.0,0.21000000997446477
762,MOD05_L2.A2014095.1745.061.2017311082928.hdf,20140951745,282.0,0.28200001339428127
763,MOD05_L2.A2014095.1920.061.2017311082857.hdf,20140951920,-9999.0,-9.999000474927016
764,MOD05_L2.A2014095.2100.061.2017311082854.hdf,20140952100,-9999.0,-9.999000474927016
765,MOD05_L2.A2014095.2240.061.2017311082914.hdf,20140952240,-9999.0,-9.999000474927016
766,MOD05_L2.A2014096.0015.061.2017311083945.hdf,20140960015,-9999.0,-9.999000474927016
767,MOD05_L2.A2014096.1155.061.2017311084150.hdf,20140961155,243.0,0.24300001154188067
768,MOD05_L2.A2014096.1335.061.2017311083907.hdf,20140961335,331.0,0.3310000157216564
769,MOD05_L2.A2014096.1515.061.2017311084248.hdf,20140961515,413.0,0.4130000196164474
770,MOD05_L2.A2014096.1650.061.2017311084029.hdf,20140961650,237.0,0.23700001125689596
771,MOD05_L2.A2014096.1830.061.2017311084257.hdf,20140961830,264.0,0.26400001253932714
772,MOD05_L2.A2014096.2005.061.2017311083915.hdf,20140962005,-9999.0,-9.999000474927016
773,MOD05_L2.A2014096.2145.061.2017311084151.hdf,20140962145,-9999.0,-9.999000474927016
774,MOD05_L2.A2014096.2320.061.2017311083950.hdf,20140962320,-9999.0,-9.999000474927016
775,MOD05_L2.A2014097.1240.061.2017311085047.hdf,20140971240,575.0,0.5750000273110345
776,MOD05_L2.A2014097.1420.061.2017311085121.hdf,20140971420,727.0,0.7270000345306471
777,MOD05_L2.A2014097.1555.061.2017311085211.hdf,20140971555,510.0,0.5100000242237002
778,MOD05_L2.A2014097.1735.061.2017311085316.hdf,20140971735,199.0,0.1990000094519928
779,MOD05_L2.A2014097.1910.061.2017311085416.hdf,20140971910,-9999.0,-9.999000474927016
780,MOD05_L2.A2014097.2050.061.2017311085706.hdf,20140972050,-9999.0,-9.999000474927016
781,MOD05_L2.A2014097.2225.061.2017311085733.hdf,20140972225,-9999.0,-9.999000474927016
782,MOD05_L2.A2014098.0005.061.2017311094503.hdf,20140980005,-9999.0,-9.999000474927016
783,MOD05_L2.A2014098.1145.061.2017311093939.hdf,20140981145,215.0,0.21500001021195203
784,MOD05_L2.A2014098.1325.061.2017311093913.hdf,20140981325,420.0,0.42000001994892955
785,MOD05_L2.A2014098.1500.061.2017311094242.hdf,20140981500,266.0,0.26600001263432205
786,MOD05_L2.A2014098.1640.061.2017311093805.hdf,20140981640,147.0,0.14700000698212534
787,MOD05_L2.A2014098.1815.061.2017311093804.hdf,20140981815,176.0,0.17600000835955143
788,MOD05_L2.A2014098.1955.061.2017311093820.hdf,20140981955,77.0,0.07700000365730375
789,MOD05_L2.A2014098.2130.061.2017311093722.hdf,20140982130,-9999.0,-9.999000474927016
790,MOD05_L2.A2014098.2310.061.2017311093745.hdf,20140982310,-9999.0,-9.999000474927016
791,MOD05_L2.A2014099.1230.061.2017311094545.hdf,20140991230,473.0,0.47300002246629447
792,MOD05_L2.A2014099.1405.061.2017311094132.hdf,20140991405,587.0,0.5870000278810039
793,MOD05_L2.A2014099.1545.061.2017311094636.hdf,20140991545,353.0,0.3530000167666003
794,MOD05_L2.A2014099.1720.061.2017311094642.hdf,20140991720,275.0,0.2750000130617991
795,MOD05_L2.A2014099.1900.061.2017311094705.hdf,20140991900,225.0,0.22500001068692654
796,MOD05_L2.A2014099.2035.061.2017311094023.hdf,20140992035,-9999.0,-9.999000474927016
797,MOD05_L2.A2014099.2215.061.2017311094506.hdf,20140992215,-9999.0,-9.999000474927016
798,MOD05_L2.A2014099.2350.061.2017311094141.hdf,20140992350,-9999.0,-9.999000474927016
799,MOD05_L2.A2014100.1135.061.2017311103235.hdf,20141001135,184.0,0.18400000873953104
800,MOD05_L2.A2014100.1310.061.2017311103202.hdf,20141001310,197.0,0.1970000093569979
801,MOD05_L2.A2014100.1450.061.2017311103240.hdf,20141001450,204.0,0.20400000968948007
802,MOD05_L2.A2014100.1625.061.2017311103157.hdf,20141001625,158.0,0.1580000075045973
803,MOD05_L2.A2014100.1805.061.2017311103101.hdf,20141001805,114.0,0.11400000541470945
804,MOD05_L2.A2014100.1940.061.2017311103046.hdf,20141001940,-9999.0,-9.999000474927016
805,MOD05_L2.A2014100.2120.061.2017311103027.hdf,20141002120,-9999.0,-9.999000474927016
806,MOD05_L2.A2014100.2255.061.2017311103035.hdf,20141002255,-9999.0,-9.999000474927016
807,MOD05_L2.A2014101.1215.061.2017311104453.hdf,20141011215,179.0,0.17900000850204378
808,MOD05_L2.A2014101.1355.061.2017311104348.hdf,20141011355,304.0,0.3040000144392252
809,MOD05_L2.A2014101.1530.061.2017311104508.hdf,20141011530,325.0,0.3250000154366717
810,MOD05_L2.A2014101.1710.061.2017311104444.hdf,20141011710,255.0,0.2550000121118501
811,MOD05_L2.A2014101.1845.061.2017311104546.hdf,20141011845,-9999.0,-9.999000474927016
812,MOD05_L2.A2014101.2025.061.2017311104330.hdf,20141012025,-9999.0,-9.999000474927016
813,MOD05_L2.A2014101.2200.061.2017311104107.hdf,20141012200,-9999.0,-9.999000474927016
814,MOD05_L2.A2014101.2340.061.2017311104251.hdf,20141012340,-9999.0,-9.999000474927016
815,MOD05_L2.A2014102.1120.061.2017311104033.hdf,20141021120,292.0,0.2920000138692558
816,MOD05_L2.A2014102.1300.061.2017311104210.hdf,20141021300,224.0,0.2240000106394291
817,MOD05_L2.A2014102.1435.061.2017311103919.hdf,20141021435,279.0,0.2790000132517889
818,MOD05_L2.A2014102.1615.061.2017311103928.hdf,20141021615,330.0,0.33000001567415893
819,MOD05_L2.A2014102.1750.061.2017311103933.hdf,20141021750,315.0,0.31500001496169716
820,MOD05_L2.A2014102.1930.061.2017311103847.hdf,20141021930,304.0,0.3040000144392252
821,MOD05_L2.A2014102.2105.061.2017311104025.hdf,20141022105,-9999.0,-9.999000474927016
822,MOD05_L2.A2014102.2245.061.2017311103746.hdf,20141022245,-9999.0,-9.999000474927016
823,MOD05_L2.A2014103.0025.061.2017311103851.hdf,20141030025,-9999.0,-9.999000474927016
824,MOD05_L2.A2014103.1205.061.2017311104811.hdf,20141031205,282.0,0.28200001339428127
825,MOD05_L2.A2014103.1340.061.2017311104842.hdf,20141031340,291.0,0.29100001382175833
826,MOD05_L2.A2014103.1520.061.2017311104924.hdf,20141031520,277.0,0.277000013156794
827,MOD05_L2.A2014103.1655.061.2017311105136.hdf,20141031655,248.0,0.24800001177936792
828,MOD05_L2.A2014103.1835.061.2017311105006.hdf,20141031835,283.0,0.2830000134417787
829,MOD05_L2.A2014103.2010.061.2017311105001.hdf,20141032010,-9999.0,-9.999000474927016
830,MOD05_L2.A2014103.2150.061.2017311105228.hdf,20141032150,-9999.0,-9.999000474927016
831,MOD05_L2.A2014103.2325.061.2017311105141.hdf,20141032325,-9999.0,-9.999000474927016
832,MOD05_L2.A2014104.1245.061.2017311105404.hdf,20141041245,128.0,0.12800000607967377
833,MOD05_L2.A2014104.1425.061.2017311105446.hdf,20141041425,128.0,0.12800000607967377
834,MOD05_L2.A2014104.1600.061.2017311105523.hdf,20141041600,125.0,0.1250000059371814
835,MOD05_L2.A2014104.1740.061.2017311105529.hdf,20141041740,128.0,0.12800000607967377
836,MOD05_L2.A2014104.1915.061.2017311105512.hdf,20141041915,-9999.0,-9.999000474927016
837,MOD05_L2.A2014104.2055.061.2017311105648.hdf,20141042055,-9999.0,-9.999000474927016
838,MOD05_L2.A2014104.2230.061.2017311105603.hdf,20141042230,-9999.0,-9.999000474927016
839,MOD05_L2.A2014105.0010.061.2017311105657.hdf,20141050010,-9999.0,-9.999000474927016
840,MOD05_L2.A2014105.1150.061.2017311110130.hdf,20141051150,231.0,0.23100001097191125
841,MOD05_L2.A2014105.1330.061.2017311110142.hdf,20141051330,241.0,0.24100001144688576
842,MOD05_L2.A2014105.1505.061.2017311110204.hdf,20141051505,246.0,0.24600001168437302
843,MOD05_L2.A2014105.1645.061.2017311110239.hdf,20141051645,210.0,0.21000000997446477
844,MOD05_L2.A2014105.1820.061.2017311110245.hdf,20141051820,-9999.0,-9.999000474927016
845,MOD05_L2.A2014105.2000.061.2017311110317.hdf,20141052000,95.0,0.09500000451225787
846,MOD05_L2.A2014105.2135.061.2017311110322.hdf,20141052135,-9999.0,-9.999000474927016
847,MOD05_L2.A2014105.2315.061.2017311110411.hdf,20141052315,-9999.0,-9.999000474927016
848,MOD05_L2.A2014106.1235.061.2017311110909.hdf,20141061235,262.0,0.26200001244433224
849,MOD05_L2.A2014106.1410.061.2017311110945.hdf,20141061410,248.0,0.24800001177936792
850,MOD05_L2.A2014106.1550.061.2017311110952.hdf,20141061550,253.0,0.2530000120168552
851,MOD05_L2.A2014106.1725.061.2017311111034.hdf,20141061725,225.0,0.22500001068692654
852,MOD05_L2.A2014106.1905.061.2017311111100.hdf,20141061905,196.0,0.19600000930950046
853,MOD05_L2.A2014106.2040.061.2017311111100.hdf,20141062040,-9999.0,-9.999000474927016
854,MOD05_L2.A2014106.2220.061.2017311111118.hdf,20141062220,-9999.0,-9.999000474927016
855,MOD05_L2.A2014107.0000.061.2017311111256.hdf,20141070000,-9999.0,-9.999000474927016
856,MOD05_L2.A2014107.1140.061.2017311111548.hdf,20141071140,279.0,0.2790000132517889
857,MOD05_L2.A2014107.1315.061.2017311111613.hdf,20141071315,183.0,0.1830000086920336
858,MOD05_L2.A2014107.1455.061.2017311111629.hdf,20141071455,209.0,0.20900000992696732
859,MOD05_L2.A2014107.1630.061.2017311111738.hdf,20141071630,167.0,0.16700000793207437
860,MOD05_L2.A2014107.1810.061.2017311111742.hdf,20141071810,202.0,0.20200000959448516
861,MOD05_L2.A2014107.1945.061.2017311111730.hdf,20141071945,-9999.0,-9.999000474927016
862,MOD05_L2.A2014107.2125.061.2017311111823.hdf,20141072125,-9999.0,-9.999000474927016
863,MOD05_L2.A2014107.2300.061.2017311111839.hdf,20141072300,-9999.0,-9.999000474927016
864,MOD05_L2.A2014108.1220.061.2017311112235.hdf,20141081220,321.0,0.32100001524668187
865,MOD05_L2.A2014108.1400.061.2017311112300.hdf,20141081400,337.0,0.3370000160066411
866,MOD05_L2.A2014108.1540.061.2017311112325.hdf,20141081540,301.0,0.30100001429673284
867,MOD05_L2.A2014108.1715.061.2017311112539.hdf,20141081715,169.0,0.16900000802706927
868,MOD05_L2.A2014108.1850.061.2017311112332.hdf,20141081850,-9999.0,-9.999000474927016
869,MOD05_L2.A2014108.2030.061.2017311112455.hdf,20141082030,154.0,0.1540000073146075
870,MOD05_L2.A2014108.2205.061.2017311112416.hdf,20141082205,-9999.0,-9.999000474927016
871,MOD05_L2.A2014108.2345.061.2017311112453.hdf,20141082345,-9999.0,-9.999000474927016
872,MOD05_L2.A2014109.1125.061.2017311112931.hdf,20141091125,368.0,0.3680000174790621
873,MOD05_L2.A2014109.1305.061.2017311112949.hdf,20141091305,239.0,0.23900001135189086
874,MOD05_L2.A2014109.1445.061.2017311112939.hdf,20141091445,208.0,0.20800000987946987
